frame	value	stimulusOriginal	stimulusDecoded	decodeType	subject	assay	assayType	assayNum
21	0.166666666666667	CS	linePlots	original	f887	HAL01	HAL	1
22	0.2	CS	linePlots	original	f887	HAL01	HAL	1
23	0.133333333333333	CS	linePlots	original	f887	HAL01	HAL	1
24	0.1	CS	linePlots	original	f887	HAL01	HAL	1
25	0.0666666666666667	CS	linePlots	original	f887	HAL01	HAL	1
26	0.1	CS	linePlots	original	f887	HAL01	HAL	1
27	0.133333333333333	CS	linePlots	original	f887	HAL01	HAL	1
28	0.0666666666666667	CS	linePlots	original	f887	HAL01	HAL	1
29	0	CS	linePlots	original	f887	HAL01	HAL	1
30	0.1	CS	linePlots	original	f887	HAL01	HAL	1
31	0.0333333333333333	CS	linePlots	original	f887	HAL01	HAL	1
32	0.0666666666666667	CS	linePlots	original	f887	HAL01	HAL	1
33	0.1	CS	linePlots	original	f887	HAL01	HAL	1
34	0.133333333333333	CS	linePlots	original	f887	HAL01	HAL	1
35	0.1	CS	linePlots	original	f887	HAL01	HAL	1
36	0.133333333333333	CS	linePlots	original	f887	HAL01	HAL	1
37	0.1	CS	linePlots	original	f887	HAL01	HAL	1
38	0.0333333333333333	CS	linePlots	original	f887	HAL01	HAL	1
39	0.0333333333333333	CS	linePlots	original	f887	HAL01	HAL	1
40	0	CS	linePlots	original	f887	HAL01	HAL	1
41	0.0333333333333333	CS	linePlots	original	f887	HAL01	HAL	1
42	0.0333333333333333	CS	linePlots	original	f887	HAL01	HAL	1
43	0	CS	linePlots	original	f887	HAL01	HAL	1
44	0.0666666666666667	CS	linePlots	original	f887	HAL01	HAL	1
45	0.1	CS	linePlots	original	f887	HAL01	HAL	1
46	0.1	CS	linePlots	original	f887	HAL01	HAL	1
47	0	CS	linePlots	original	f887	HAL01	HAL	1
48	0	CS	linePlots	original	f887	HAL01	HAL	1
49	0.0333333333333333	CS	linePlots	original	f887	HAL01	HAL	1
50	0	CS	linePlots	original	f887	HAL01	HAL	1
-50	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-49	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-48	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-47	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-46	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-45	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-44	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-43	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-42	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-41	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-40	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-39	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-38	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-37	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-36	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-35	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-34	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-33	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-32	0.2	CS	linePlots	shuffle	f887	HAL01	HAL	1
-31	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-30	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-29	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-28	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-27	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-26	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-25	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-24	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-23	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-22	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-21	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-20	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-19	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-18	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-17	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-16	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-15	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-14	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-13	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-12	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-11	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
-10	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-9	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-8	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-7	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-6	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-5	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-4	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-3	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
-2	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-1	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
0	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
1	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
2	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
3	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
4	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
5	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
6	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
7	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
8	0.266666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
9	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
10	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
11	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
12	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
13	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
14	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
15	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
16	0.233333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
17	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
18	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
19	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
20	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
21	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
22	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
23	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
24	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
25	0.2	CS	linePlots	shuffle	f887	HAL01	HAL	1
26	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
27	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
28	0.233333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
29	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
30	0.166666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
31	0.2	CS	linePlots	shuffle	f887	HAL01	HAL	1
32	0.2	CS	linePlots	shuffle	f887	HAL01	HAL	1
33	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
34	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
35	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
36	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
37	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
38	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
39	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
40	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
41	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
42	0.1	CS	linePlots	shuffle	f887	HAL01	HAL	1
43	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
44	0.0333333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
45	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
46	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
47	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
48	0.2	CS	linePlots	shuffle	f887	HAL01	HAL	1
49	0.0666666666666667	CS	linePlots	shuffle	f887	HAL01	HAL	1
50	0.133333333333333	CS	linePlots	shuffle	f887	HAL01	HAL	1
-50	0.2	US	linePlots	original	f887	HAL01	HAL	1
-49	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-48	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-47	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-46	0.2	US	linePlots	original	f887	HAL01	HAL	1
-45	0.233333333333333	US	linePlots	original	f887	HAL01	HAL	1
-44	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-43	0.2	US	linePlots	original	f887	HAL01	HAL	1
-42	0.2	US	linePlots	original	f887	HAL01	HAL	1
-41	0.133333333333333	US	linePlots	original	f887	HAL01	HAL	1
-40	0.133333333333333	US	linePlots	original	f887	HAL01	HAL	1
-39	0.0666666666666667	US	linePlots	original	f887	HAL01	HAL	1
-38	0.1	US	linePlots	original	f887	HAL01	HAL	1
-37	0.1	US	linePlots	original	f887	HAL01	HAL	1
-36	0.233333333333333	US	linePlots	original	f887	HAL01	HAL	1
-35	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-34	0.2	US	linePlots	original	f887	HAL01	HAL	1
-33	0.233333333333333	US	linePlots	original	f887	HAL01	HAL	1
-32	0.2	US	linePlots	original	f887	HAL01	HAL	1
-31	0.1	US	linePlots	original	f887	HAL01	HAL	1
-30	0.2	US	linePlots	original	f887	HAL01	HAL	1
-29	0.233333333333333	US	linePlots	original	f887	HAL01	HAL	1
-28	0.233333333333333	US	linePlots	original	f887	HAL01	HAL	1
-27	0.3	US	linePlots	original	f887	HAL01	HAL	1
-26	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-25	0.3	US	linePlots	original	f887	HAL01	HAL	1
-24	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-23	0.333333333333333	US	linePlots	original	f887	HAL01	HAL	1
-22	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-21	0.4	US	linePlots	original	f887	HAL01	HAL	1
-20	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-19	0.266666666666667	US	linePlots	original	f887	HAL01	HAL	1
-18	0.233333333333333	US	linePlots	original	f887	HAL01	HAL	1
-17	0.3	US	linePlots	original	f887	HAL01	HAL	1
-16	0.2	US	linePlots	original	f887	HAL01	HAL	1
-15	0.2	US	linePlots	original	f887	HAL01	HAL	1
-14	0.233333333333333	US	linePlots	original	f887	HAL01	HAL	1
-13	0.3	US	linePlots	original	f887	HAL01	HAL	1
-12	0.4	US	linePlots	original	f887	HAL01	HAL	1
-11	0.433333333333333	US	linePlots	original	f887	HAL01	HAL	1
-10	0.433333333333333	US	linePlots	original	f887	HAL01	HAL	1
-9	0.433333333333333	US	linePlots	original	f887	HAL01	HAL	1
-8	0.433333333333333	US	linePlots	original	f887	HAL01	HAL	1
-7	0.5	US	linePlots	original	f887	HAL01	HAL	1
-6	0.6	US	linePlots	original	f887	HAL01	HAL	1
-5	0.533333333333333	US	linePlots	original	f887	HAL01	HAL	1
-4	0.666666666666667	US	linePlots	original	f887	HAL01	HAL	1
-3	0.8	US	linePlots	original	f887	HAL01	HAL	1
-2	0.866666666666667	US	linePlots	original	f887	HAL01	HAL	1
-1	0.8	US	linePlots	original	f887	HAL01	HAL	1
0	0.8	US	linePlots	original	f887	HAL01	HAL	1
1	0.5	US	linePlots	original	f887	HAL01	HAL	1
2	0.5	US	linePlots	original	f887	HAL01	HAL	1
3	0.366666666666667	US	linePlots	original	f887	HAL01	HAL	1
4	0.333333333333333	US	linePlots	original	f887	HAL01	HAL	1
5	0.166666666666667	US	linePlots	original	f887	HAL01	HAL	1
6	0.166666666666667	US	linePlots	original	f887	HAL01	HAL	1
7	0.166666666666667	US	linePlots	original	f887	HAL01	HAL	1
8	0.166666666666667	US	linePlots	original	f887	HAL01	HAL	1
9	0.2	US	linePlots	original	f887	HAL01	HAL	1
10	0.166666666666667	US	linePlots	original	f887	HAL01	HAL	1
11	0.166666666666667	US	linePlots	original	f887	HAL01	HAL	1
12	0.166666666666667	US	linePlots	original	f887	HAL01	HAL	1
13	0.2	US	linePlots	original	f887	HAL01	HAL	1
14	0.1	US	linePlots	original	f887	HAL01	HAL	1
15	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
16	0.206896551724138	US	linePlots	original	f887	HAL01	HAL	1
17	0.206896551724138	US	linePlots	original	f887	HAL01	HAL	1
18	0.172413793103448	US	linePlots	original	f887	HAL01	HAL	1
19	0.172413793103448	US	linePlots	original	f887	HAL01	HAL	1
20	0.137931034482759	US	linePlots	original	f887	HAL01	HAL	1
21	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
22	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
23	0.241379310344828	US	linePlots	original	f887	HAL01	HAL	1
24	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
25	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
26	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
27	0.172413793103448	US	linePlots	original	f887	HAL01	HAL	1
28	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
29	0.137931034482759	US	linePlots	original	f887	HAL01	HAL	1
30	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
31	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
32	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
33	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
34	0.0344827586206897	US	linePlots	original	f887	HAL01	HAL	1
35	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
36	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
37	0.0344827586206897	US	linePlots	original	f887	HAL01	HAL	1
38	0	US	linePlots	original	f887	HAL01	HAL	1
39	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
40	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
41	0.0344827586206897	US	linePlots	original	f887	HAL01	HAL	1
42	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
43	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
44	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
45	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
46	0.0689655172413793	US	linePlots	original	f887	HAL01	HAL	1
47	0.137931034482759	US	linePlots	original	f887	HAL01	HAL	1
48	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
49	0.103448275862069	US	linePlots	original	f887	HAL01	HAL	1
50	0.0344827586206897	US	linePlots	original	f887	HAL01	HAL	1
-50	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-49	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-48	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-47	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-46	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-45	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-44	0.1	US	linePlots	shuffle	f887	HAL01	HAL	1
-43	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-42	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-41	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-40	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-39	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-38	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-37	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-36	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-35	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-34	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-33	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-32	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-31	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-30	0.166666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-29	0.1	US	linePlots	shuffle	f887	HAL01	HAL	1
-28	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-27	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-26	0.133333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-25	0.1	US	linePlots	shuffle	f887	HAL01	HAL	1
-24	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-23	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-22	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-21	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-20	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-19	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-18	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-17	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-16	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-15	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-14	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-13	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-12	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-11	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
-10	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-9	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-8	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-7	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-6	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-5	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-4	0	US	linePlots	shuffle	f887	HAL01	HAL	1
-3	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-2	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
-1	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
0	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
1	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
2	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
3	0	US	linePlots	shuffle	f887	HAL01	HAL	1
4	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
5	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
6	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
7	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
8	0	US	linePlots	shuffle	f887	HAL01	HAL	1
9	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
10	0	US	linePlots	shuffle	f887	HAL01	HAL	1
11	0	US	linePlots	shuffle	f887	HAL01	HAL	1
12	0.0666666666666667	US	linePlots	shuffle	f887	HAL01	HAL	1
13	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
14	0.0333333333333333	US	linePlots	shuffle	f887	HAL01	HAL	1
15	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
16	0	US	linePlots	shuffle	f887	HAL01	HAL	1
17	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
18	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
19	0	US	linePlots	shuffle	f887	HAL01	HAL	1
20	0	US	linePlots	shuffle	f887	HAL01	HAL	1
21	0	US	linePlots	shuffle	f887	HAL01	HAL	1
22	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
23	0.103448275862069	US	linePlots	shuffle	f887	HAL01	HAL	1
24	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
25	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
26	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
27	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
28	0.103448275862069	US	linePlots	shuffle	f887	HAL01	HAL	1
29	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
30	0	US	linePlots	shuffle	f887	HAL01	HAL	1
31	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
32	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
33	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
34	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
35	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
36	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
37	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
38	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
39	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
40	0	US	linePlots	shuffle	f887	HAL01	HAL	1
41	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
42	0	US	linePlots	shuffle	f887	HAL01	HAL	1
43	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
44	0.103448275862069	US	linePlots	shuffle	f887	HAL01	HAL	1
45	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
46	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
47	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
48	0.0689655172413793	US	linePlots	shuffle	f887	HAL01	HAL	1
49	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
50	0.0344827586206897	US	linePlots	shuffle	f887	HAL01	HAL	1
1	0.386225997371508	no action	no action	original	f887	HAL02	HAL	2
2	0.0392786251739305	mag lick  onset	no action	original	f887	HAL02	HAL	2
3	0.0403770947249208	mag lick  offset	no action	original	f887	HAL02	HAL	2
4	0.12962962962963	CS	no action	original	f887	HAL02	HAL	2
5	0.12037037037037	US	no action	original	f887	HAL02	HAL	2
6	0.158861864410805	no action	mag lick  onset	original	f887	HAL02	HAL	2
7	0.275586747647404	mag lick  onset	mag lick  onset	original	f887	HAL02	HAL	2
8	0.300391959087611	mag lick  offset	mag lick  onset	original	f887	HAL02	HAL	2
9	0.0740740740740741	CS	mag lick  onset	original	f887	HAL02	HAL	2
10	0.148148148148148	US	mag lick  onset	original	f887	HAL02	HAL	2
11	0.199900736099831	no action	mag lick  offset	original	f887	HAL02	HAL	2
12	0.60620808356579	mag lick  onset	mag lick  offset	original	f887	HAL02	HAL	2
13	0.615350993611863	mag lick  offset	mag lick  offset	original	f887	HAL02	HAL	2
14	0.0833333333333333	CS	mag lick  offset	original	f887	HAL02	HAL	2
15	0.0740740740740741	US	mag lick  offset	original	f887	HAL02	HAL	2
16	0.145078498543609	no action	CS	original	f887	HAL02	HAL	2
17	0.0120003824823102	mag lick  onset	CS	original	f887	HAL02	HAL	2
18	0.0255224646528994	mag lick  offset	CS	original	f887	HAL02	HAL	2
19	0.555555555555556	CS	CS	original	f887	HAL02	HAL	2
20	0.0185185185185185	US	CS	original	f887	HAL02	HAL	2
21	0.109932903574247	no action	US	original	f887	HAL02	HAL	2
22	0.0669261611305649	mag lick  onset	US	original	f887	HAL02	HAL	2
23	0.0183574879227053	mag lick  offset	US	original	f887	HAL02	HAL	2
24	0.157407407407407	CS	US	original	f887	HAL02	HAL	2
25	0.638888888888889	US	US	original	f887	HAL02	HAL	2
1	0.672656629003378	no action	no action	shuffle	f887	HAL02	HAL	2
2	0.711205511023699	mag lick  onset	no action	shuffle	f887	HAL02	HAL	2
3	0.690132616121869	mag lick  offset	no action	shuffle	f887	HAL02	HAL	2
4	0.602645502645503	CS	no action	shuffle	f887	HAL02	HAL	2
5	0.654497354497355	US	no action	shuffle	f887	HAL02	HAL	2
6	0.0706361370805286	no action	mag lick  onset	shuffle	f887	HAL02	HAL	2
7	0.0908627745442949	mag lick  onset	mag lick  onset	shuffle	f887	HAL02	HAL	2
8	0.113574586950259	mag lick  offset	mag lick  onset	shuffle	f887	HAL02	HAL	2
9	0.0854497354497354	CS	mag lick  onset	shuffle	f887	HAL02	HAL	2
10	0.0653439153439153	US	mag lick  onset	shuffle	f887	HAL02	HAL	2
11	0.127327562050115	no action	mag lick  offset	shuffle	f887	HAL02	HAL	2
12	0.0906080345379169	mag lick  onset	mag lick  offset	shuffle	f887	HAL02	HAL	2
13	0.0853245435561019	mag lick  offset	mag lick  offset	shuffle	f887	HAL02	HAL	2
14	0.17989417989418	CS	mag lick  offset	shuffle	f887	HAL02	HAL	2
15	0.102380952380952	US	mag lick  offset	shuffle	f887	HAL02	HAL	2
16	0.0647069679458343	no action	CS	shuffle	f887	HAL02	HAL	2
17	0.0535055655291668	mag lick  onset	CS	shuffle	f887	HAL02	HAL	2
18	0.0479934899817655	mag lick  offset	CS	shuffle	f887	HAL02	HAL	2
19	0.0658730158730159	CS	CS	shuffle	f887	HAL02	HAL	2
20	0.0658730158730159	US	CS	shuffle	f887	HAL02	HAL	2
21	0.0646727039201438	no action	US	shuffle	f887	HAL02	HAL	2
22	0.0538181143649224	mag lick  onset	US	shuffle	f887	HAL02	HAL	2
23	0.0629747633900052	mag lick  offset	US	shuffle	f887	HAL02	HAL	2
24	0.0661375661375661	CS	US	shuffle	f887	HAL02	HAL	2
25	0.111904761904762	US	US	shuffle	f887	HAL02	HAL	2
1	-0.28643063163187	no action	no action	residual	f887	HAL02	HAL	2
2	-0.671926885849769	mag lick  onset	no action	residual	f887	HAL02	HAL	2
3	-0.649755521396948	mag lick  offset	no action	residual	f887	HAL02	HAL	2
4	-0.473015873015873	CS	no action	residual	f887	HAL02	HAL	2
5	-0.534126984126984	US	no action	residual	f887	HAL02	HAL	2
6	0.088225727330276	no action	mag lick  onset	residual	f887	HAL02	HAL	2
7	0.184723973103109	mag lick  onset	mag lick  onset	residual	f887	HAL02	HAL	2
8	0.186817372137353	mag lick  offset	mag lick  onset	residual	f887	HAL02	HAL	2
9	-0.0113756613756614	CS	mag lick  onset	residual	f887	HAL02	HAL	2
10	0.0828042328042328	US	mag lick  onset	residual	f887	HAL02	HAL	2
11	0.0725731740497161	no action	mag lick  offset	residual	f887	HAL02	HAL	2
12	0.515600049027873	mag lick  onset	mag lick  offset	residual	f887	HAL02	HAL	2
13	0.530026450055761	mag lick  offset	mag lick  offset	residual	f887	HAL02	HAL	2
