frame	value	stimulusOriginal	stimulusDecoded	decodeType	subject	assay	assayType	assayNum
21	0.439490445859873	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
22	0.45859872611465	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
23	0.484076433121019	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
24	0.420382165605096	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
25	0.420382165605096	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
26	0.452229299363057	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
27	0.452229299363057	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
28	0.43312101910828	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
29	0.414012738853503	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
30	0.426751592356688	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
31	0.331210191082803	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
32	0.312101910828025	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
33	0.337579617834395	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
34	0.35031847133758	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
35	0.356687898089172	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
36	0.394904458598726	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
37	0.414012738853503	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
38	0.407643312101911	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
39	0.343949044585987	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
40	0.35031847133758	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
41	0.337579617834395	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
42	0.363057324840764	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
43	0.32484076433121	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
44	0.337579617834395	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
45	0.318471337579618	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
46	0.331210191082803	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
47	0.292993630573248	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
48	0.305732484076433	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
49	0.343949044585987	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
50	0.363057324840764	mag lick  offset	linePlots	original	m885	HAL01	HAL	1
-50	0.253164556962025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-49	0.259493670886076	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-48	0.240506329113924	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-47	0.272151898734177	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-46	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-45	0.253164556962025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-44	0.259493670886076	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-43	0.291139240506329	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-42	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-41	0.253164556962025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-40	0.221518987341772	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-39	0.284810126582279	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-38	0.265822784810127	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-37	0.291139240506329	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-36	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-35	0.284810126582279	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-34	0.284810126582279	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-33	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-32	0.335443037974684	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-31	0.278481012658228	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-30	0.227848101265823	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-29	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-28	0.272151898734177	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-27	0.278481012658228	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-26	0.253164556962025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-25	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-24	0.240506329113924	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-23	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-22	0.215189873417722	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-21	0.234177215189873	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-20	0.253164556962025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-19	0.284810126582279	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-18	0.234177215189873	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-17	0.253164556962025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-16	0.265822784810127	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-15	0.272151898734177	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-14	0.272151898734177	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-13	0.246835443037975	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-12	0.259493670886076	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-11	0.234177215189873	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-10	0.227848101265823	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-9	0.240506329113924	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-8	0.253164556962025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-7	0.234177215189873	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-6	0.215189873417722	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-5	0.227848101265823	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-4	0.234177215189873	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-3	0.272151898734177	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-2	0.259493670886076	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-1	0.329113924050633	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
0	0.234177215189873	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
1	0.278481012658228	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
2	0.278481012658228	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
3	0.310126582278481	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
4	0.30379746835443	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
5	0.273885350318471	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
6	0.267515923566879	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
7	0.273885350318471	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
8	0.210191082802548	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
9	0.171974522292994	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
10	0.178343949044586	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
11	0.222929936305732	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
12	0.21656050955414	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
13	0.222929936305732	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
14	0.261146496815287	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
15	0.21656050955414	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
16	0.280254777070064	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
17	0.254777070063694	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
18	0.312101910828025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
19	0.305732484076433	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
20	0.286624203821656	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
21	0.254777070063694	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
22	0.261146496815287	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
23	0.229299363057325	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
24	0.254777070063694	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
25	0.229299363057325	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
26	0.235668789808917	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
27	0.24203821656051	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
28	0.248407643312102	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
29	0.280254777070064	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
30	0.312101910828025	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
31	0.280254777070064	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
32	0.235668789808917	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
33	0.280254777070064	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
34	0.318471337579618	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
35	0.254777070063694	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
36	0.24203821656051	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
37	0.24203821656051	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
38	0.235668789808917	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
39	0.21656050955414	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
40	0.229299363057325	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
41	0.229299363057325	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
42	0.222929936305732	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
43	0.203821656050955	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
44	0.21656050955414	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
45	0.222929936305732	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
46	0.191082802547771	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
47	0.210191082802548	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
48	0.254777070063694	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
49	0.203821656050955	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
50	0.235668789808917	mag lick  offset	linePlots	shuffle	m885	HAL01	HAL	1
-50	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-49	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-48	0.1	CS	linePlots	original	m885	HAL01	HAL	1
-47	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-46	0	CS	linePlots	original	m885	HAL01	HAL	1
-45	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-44	0	CS	linePlots	original	m885	HAL01	HAL	1
-43	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-42	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-41	0	CS	linePlots	original	m885	HAL01	HAL	1
-40	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-39	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-38	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-37	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-36	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-35	0.2	CS	linePlots	original	m885	HAL01	HAL	1
-34	0.2	CS	linePlots	original	m885	HAL01	HAL	1
-33	0.166666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-32	0.2	CS	linePlots	original	m885	HAL01	HAL	1
-31	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-30	0.1	CS	linePlots	original	m885	HAL01	HAL	1
-29	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-28	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-27	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-26	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-25	0.1	CS	linePlots	original	m885	HAL01	HAL	1
-24	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-23	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-22	0.1	CS	linePlots	original	m885	HAL01	HAL	1
-21	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-20	0.1	CS	linePlots	original	m885	HAL01	HAL	1
-19	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-18	0.1	CS	linePlots	original	m885	HAL01	HAL	1
-17	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-16	0.166666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-15	0.2	CS	linePlots	original	m885	HAL01	HAL	1
-14	0.2	CS	linePlots	original	m885	HAL01	HAL	1
-13	0.166666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-12	0.166666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-11	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-10	0.2	CS	linePlots	original	m885	HAL01	HAL	1
-9	0.2	CS	linePlots	original	m885	HAL01	HAL	1
-8	0.266666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-7	0.333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-6	0.4	CS	linePlots	original	m885	HAL01	HAL	1
-5	0.466666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-4	0.5	CS	linePlots	original	m885	HAL01	HAL	1
-3	0.566666666666667	CS	linePlots	original	m885	HAL01	HAL	1
-2	0.533333333333333	CS	linePlots	original	m885	HAL01	HAL	1
-1	0.566666666666667	CS	linePlots	original	m885	HAL01	HAL	1
0	0.533333333333333	CS	linePlots	original	m885	HAL01	HAL	1
1	0.433333333333333	CS	linePlots	original	m885	HAL01	HAL	1
2	0.3	CS	linePlots	original	m885	HAL01	HAL	1
3	0.166666666666667	CS	linePlots	original	m885	HAL01	HAL	1
4	0.133333333333333	CS	linePlots	original	m885	HAL01	HAL	1
5	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
6	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
7	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
8	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
9	0.1	CS	linePlots	original	m885	HAL01	HAL	1
10	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
11	0.1	CS	linePlots	original	m885	HAL01	HAL	1
12	0.1	CS	linePlots	original	m885	HAL01	HAL	1
13	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
14	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
15	0	CS	linePlots	original	m885	HAL01	HAL	1
16	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
17	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
18	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
19	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
20	0.1	CS	linePlots	original	m885	HAL01	HAL	1
21	0.1	CS	linePlots	original	m885	HAL01	HAL	1
22	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
23	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
24	0.1	CS	linePlots	original	m885	HAL01	HAL	1
25	0.1	CS	linePlots	original	m885	HAL01	HAL	1
26	0.1	CS	linePlots	original	m885	HAL01	HAL	1
27	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
28	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
29	0	CS	linePlots	original	m885	HAL01	HAL	1
30	0	CS	linePlots	original	m885	HAL01	HAL	1
31	0	CS	linePlots	original	m885	HAL01	HAL	1
32	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
33	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
34	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
35	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
36	0.1	CS	linePlots	original	m885	HAL01	HAL	1
37	0.0333333333333333	CS	linePlots	original	m885	HAL01	HAL	1
38	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
39	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
40	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
41	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
42	0.0666666666666667	CS	linePlots	original	m885	HAL01	HAL	1
43	0	CS	linePlots	original	m885	HAL01	HAL	1
44	0	CS	linePlots	original	m885	HAL01	HAL	1
45	0	CS	linePlots	original	m885	HAL01	HAL	1
46	0	CS	linePlots	original	m885	HAL01	HAL	1
47	0	CS	linePlots	original	m885	HAL01	HAL	1
48	0	CS	linePlots	original	m885	HAL01	HAL	1
49	0	CS	linePlots	original	m885	HAL01	HAL	1
50	0	CS	linePlots	original	m885	HAL01	HAL	1
-50	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-49	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-48	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-47	0	CS	linePlots	shuffle	m885	HAL01	HAL	1
-46	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-45	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-44	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-43	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-42	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-41	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-40	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-39	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-38	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-37	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-36	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-35	0	CS	linePlots	shuffle	m885	HAL01	HAL	1
-34	0	CS	linePlots	shuffle	m885	HAL01	HAL	1
-33	0	CS	linePlots	shuffle	m885	HAL01	HAL	1
-32	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-31	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-30	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-29	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-28	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-27	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-26	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-25	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-24	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-23	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-22	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-21	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-20	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-19	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-18	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-17	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-16	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-15	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-14	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-13	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-12	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-11	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-10	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-9	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-8	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-7	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-6	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
-5	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
-4	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-3	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-2	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
-1	0	CS	linePlots	shuffle	m885	HAL01	HAL	1
0	0	CS	linePlots	shuffle	m885	HAL01	HAL	1
1	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
2	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
3	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
4	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
5	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
6	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
7	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
8	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
9	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
10	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
11	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
12	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
13	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
14	0.2	CS	linePlots	shuffle	m885	HAL01	HAL	1
15	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
16	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
17	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
18	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
19	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
20	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
21	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
22	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
23	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
24	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
25	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
26	0.2	CS	linePlots	shuffle	m885	HAL01	HAL	1
27	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
28	0.133333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
29	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
30	0.1	CS	linePlots	shuffle	m885	HAL01	HAL	1
31	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
32	0.0666666666666667	CS	linePlots	shuffle	m885	HAL01	HAL	1
33	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
34	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
35	0.0333333333333333	CS	linePlots	shuffle	m885	HAL01	HAL	1
36	0	CS	linePlots	shuffle	m885	HAL01	HAL	1
